Contract_ID,Clause_Text,Category,Risk_Level,Verdict,Model_Accuracy,F1_Score,Confusion_Matrix
CONT_1469,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1470,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1471,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1472,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1473,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1474,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1475,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1476,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1477,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1478,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1479,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1480,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1481,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1482,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1483,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1484,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1485,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1486,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1487,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1488,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1489,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1490,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1491,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1492,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1493,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1494,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1495,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1496,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1497,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1498,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1499,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1000,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1001,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1002,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1003,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1004,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1005,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1006,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1007,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1008,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1009,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1010,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1011,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1012,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1013,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1014,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1015,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1016,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1017,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1018,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1019,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1020,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1021,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1022,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1023,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1024,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1025,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1026,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1027,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1028,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1029,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1030,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1031,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1032,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1033,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1034,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1035,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1036,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1037,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1038,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1039,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1040,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1041,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1042,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1043,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1044,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1045,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1046,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1047,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1048,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1049,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1050,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1051,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1052,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1053,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1054,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1055,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1056,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1057,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1058,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1059,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1060,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1061,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1062,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1063,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1064,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1065,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1066,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1067,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1068,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1069,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1070,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1071,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1072,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1073,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1074,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1075,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1076,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1077,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1078,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1079,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1080,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1081,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1082,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1083,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1084,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1085,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1086,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1087,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1088,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1089,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1090,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1091,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1092,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1093,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1094,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1095,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1096,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1097,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1098,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1099,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1100,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1101,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1102,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1103,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1104,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1105,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1106,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1107,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1108,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1109,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1110,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1111,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1112,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1113,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1114,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1115,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1116,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1117,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1118,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1119,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1120,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1121,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1122,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1123,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1124,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1125,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1126,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1127,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1128,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1129,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1130,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1131,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1132,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1133,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1134,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1135,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1136,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1137,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1138,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1139,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1140,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1141,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1142,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1143,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1144,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1145,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1146,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1147,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1148,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1149,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1150,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1151,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1152,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1153,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1154,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1155,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1156,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1157,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1158,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1159,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
